id,name,collection_or_case,rarity,float_category,image_url
311,★ Bayonet | Ultraviolet,Unknown,Covert,0.06 - 0.8,bayonet.png
312,★ Bayonet | Scorched,Unknown,Covert,0.06 - 0.8,bayonet.png
313,★ Bayonet | Safari Mesh,Unknown,Covert,0.06 - 0.8,bayonet.png
314,★ Bayonet | Urban Masked,Unknown,Covert,0.06 - 0.8,bayonet.png
315,PP-Bizon | Breaker Box,The 2021 Vertigo Collection,Industrial Grade,0 - 0.44,bizon.png
316,PP-Bizon | Carbon Fiber,The Vertigo Collection,Industrial Grade,0 - 0.12,bizon.png
317,PP-Bizon | Cobalt Halftone,The Winter Offensive Collection,Mil-Spec Grade,0.05 - 0.45,bizon.png
318,PP-Bizon | Brass,The Dust 2 Collection,Mil-Spec Grade,0 - 1,bizon.png
319,PP-Bizon | Rust Coat,The Alpha Collection,Mil-Spec Grade,0 - 1,bizon.png
320,PP-Bizon | Osiris,The Breakout Collection,Restricted,0 - 0.5,bizon.png
321,PP-Bizon | High Roller,The Spectrum 2 Collection,Classified,0 - 1,bizon.png
322,PP-Bizon | Antique,The Huntsman Collection,Restricted,0 - 0.5,bizon.png
323,PP-Bizon | Photic Zone,The Wildfire Collection,Mil-Spec Grade,0 - 1,bizon.png
324,PP-Bizon | Judgement of Anubis,The Chroma 3 Collection,Covert,0 - 0.5,bizon.png
325,PP-Bizon | Fuel Rod,The Revolver Case Collection,Restricted,0 - 1,bizon.png
326,PP-Bizon | Night Riot,The Clutch Collection,Mil-Spec Grade,0 - 0.8,bizon.png
327,PP-Bizon | Embargo,The Shattered Web Collection,Restricted,0 - 1,bizon.png
328,PP-Bizon | Space Cat,The Dreams & Nightmares Collection,Restricted,0 - 0.67,bizon.png
329,PP-Bizon | Lumen,The Operation Riptide Collection,Mil-Spec Grade,0 - 0.77,bizon.png
330,PP-Bizon | Runic,The Fracture Collection,Mil-Spec Grade,0 - 1,bizon.png
331,PP-Bizon | Harvester,The Gamma Collection,Mil-Spec Grade,0 - 1,bizon.png
332,PP-Bizon | Bamboo Print,The Rising Sun Collection,Consumer Grade,0 - 0.8,bizon.png
333,PP-Bizon | Jungle Slipstream,The Spectrum Collection,Mil-Spec Grade,0 - 0.5,bizon.png
334,PP-Bizon | Facility Sketch,The 2018 Nuke Collection,Consumer Grade,0 - 0.5,bizon.png
335,PP-Bizon | Modern Hunter,The Militia Collection,Mil-Spec Grade,0.06 - 0.8,bizon.png
336,PP-Bizon | Anolis,The 2021 Mirage Collection,Consumer Grade,0 - 0.5,bizon.png
337,PP-Bizon | Death Rattle,The Havoc Collection,Consumer Grade,0.08 - 0.5,bizon.png
338,PP-Bizon | Blue Streak,The eSports 2014 Summer Collection,Restricted,0.06 - 0.8,bizon.png
339,PP-Bizon | Night Ops,The Lake Collection,Industrial Grade,0 - 0.6,bizon.png
340,PP-Bizon | Water Sigil,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.5,bizon.png
341,PP-Bizon | Wood Block Camo,The Radiant Collection,Consumer Grade,0 - 0.6,bizon.png
342,PP-Bizon | Seabird,The St. Marc Collection,Consumer Grade,0 - 0.5,bizon.png
343,PP-Bizon | Chemical Green,The Cache Collection,Industrial Grade,0 - 0.9,bizon.png
344,PP-Bizon | Candy Apple,The 2018 Inferno Collection,Industrial Grade,0 - 0.3,bizon.png
345,PP-Bizon | Forest Leaves,The Militia Collection,Consumer Grade,0.06 - 0.8,bizon.png
346,PP-Bizon | Irradiated Alert,The Nuke Collection,Consumer Grade,0.06 - 0.8,bizon.png
347,PP-Bizon | Sand Dashed,The Italy Collection,Consumer Grade,0.06 - 0.8,bizon.png
348,PP-Bizon | Urban Dashed,The Train Collection,Consumer Grade,0.06 - 0.8,bizon.png
349,PP-Bizon | Cold Cell,The Sport & Field Collection,Industrial Grade,0 - 0.4,bizon.png
350,CZ75-Auto | Army Sheen,The Chop Shop Collection,Consumer Grade,0 - 0.3,cz75.png
351,CZ75-Auto | Copper Fiber,The Train 2025 Collection,Industrial Grade,0 - 0.563291,cz75.png
352,CZ75-Auto | Emerald Quartz,The Norse Collection,Mil-Spec Grade,0 - 0.7,cz75.png
353,CZ75-Auto | Polymer,The Glove Collection,Mil-Spec Grade,0 - 0.5,cz75.png
354,CZ75-Auto | Tread Plate,The Arms Deal 3 Collection,Restricted,0 - 0.2,cz75.png
355,CZ75-Auto | The Fuschia Is Now,The Arms Deal 3 Collection,Classified,0 - 0.4,cz75.png
356,CZ75-Auto | Twist,The Huntsman Collection,Mil-Spec Grade,0 - 1,cz75.png
357,CZ75-Auto | Poison Dart,The Huntsman Collection,Mil-Spec Grade,0 - 0.7,cz75.png
358,CZ75-Auto | Chalice,The Cobblestone Collection,Restricted,0 - 0.1,cz75.png
359,CZ75-Auto | Emerald,The Chop Shop Collection,Mil-Spec Grade,0 - 0.08,cz75.png
360,CZ75-Auto | Silver,The Ancient Collection,Industrial Grade,0 - 0.08,cz75.png
361,CZ75-Auto | Victoria,The Arms Deal 3 Collection,Covert,0 - 0.75,cz75.png
362,CZ75-Auto | Slalom,The Graphic Design Collection,Restricted,0 - 0.57,cz75.png
363,CZ75-Auto | Tigris,The Breakout Collection,Restricted,0 - 1,cz75.png
364,CZ75-Auto | Distressed,The Prisma 2 Collection,Mil-Spec Grade,0 - 1,cz75.png
365,CZ75-Auto | Eco,The Horizon Collection,Restricted,0 - 1,cz75.png
366,CZ75-Auto | Pole Position,The Chroma 2 Collection,Restricted,0 - 0.7,cz75.png
367,CZ75-Auto | Circaetus,The Snakebite Collection,Mil-Spec Grade,0 - 0.9,cz75.png
368,CZ75-Auto | Yellow Jacket,The Falchion Collection,Classified,0 - 1,cz75.png
369,CZ75-Auto | Tacticat,The Spectrum 2 Collection,Restricted,0 - 0.7,cz75.png
370,CZ75-Auto | Imprint,The Gamma 2 Collection,Mil-Spec Grade,0 - 1,cz75.png
371,CZ75-Auto | Vendetta,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 1,cz75.png
372,CZ75-Auto | Red Astor,The Chroma 3 Collection,Restricted,0 - 1,cz75.png
373,CZ75-Auto | Xiangliu,The Spectrum Collection,Classified,0 - 0.56,cz75.png
374,CZ75-Auto | Syndicate,The 2021 Train Collection,Restricted,0 - 0.7,cz75.png
375,CZ75-Auto | Hexane,The eSports 2014 Summer Collection,Mil-Spec Grade,0 - 0.4,cz75.png
376,CZ75-Auto | Green Plaid,The Baggage Collection,Consumer Grade,0 - 0.58,cz75.png
377,CZ75-Auto | Framework,The 2021 Vertigo Collection,Consumer Grade,0 - 0.8,cz75.png
378,CZ75-Auto | Crimson Web,The Arms Deal 3 Collection,Mil-Spec Grade,0.06 - 0.8,cz75.png
379,CZ75-Auto | Indigo,The Canals Collection,Consumer Grade,0.06 - 0.8,cz75.png
380,CZ75-Auto | Nitro,The Overpass Collection,Mil-Spec Grade,0.06 - 0.8,cz75.png
381,CZ75-Auto | Tuxedo,The Bank Collection,Mil-Spec Grade,0 - 0.8,cz75.png
382,CZ75-Auto | Pink Pearl,The Radiant Collection,Consumer Grade,0 - 0.7,cz75.png
383,CZ75-Auto | Midnight Palm,The 2021 Mirage Collection,Industrial Grade,0 - 0.5,cz75.png
384,CZ75-Auto | Jungle Dashed,The Control Collection,Consumer Grade,0.06 - 0.8,cz75.png
385,Desert Eagle | Blaze,The Dust Collection,Restricted,0 - 0.08,deagle.png
386,Desert Eagle | Hypnotic,The Arms Deal Collection,Classified,0 - 0.08,deagle.png
387,Desert Eagle | Bronze Deco,The Chroma 2 Collection,Mil-Spec Grade,0 - 0.46,deagle.png
388,Desert Eagle | Meteorite,The Bank Collection,Mil-Spec Grade,0 - 0.18,deagle.png
389,Desert Eagle | Cobalt Disruption,The eSports 2013 Winter Collection,Classified,0 - 0.2,deagle.png
390,Desert Eagle | Night Heist,The Havoc Collection,Mil-Spec Grade,0 - 0.65,deagle.png
391,Desert Eagle | Emerald Jörmungandr,The Norse Collection,Restricted,0 - 0.5,deagle.png
392,Desert Eagle | The Bronze,The Control Collection,Industrial Grade,0 - 0.3,deagle.png
393,Desert Eagle | Golden Koi,The Bravo Collection,Covert,0 - 0.12,deagle.png
394,Desert Eagle | Sunset Storm 壱,The Rising Sun Collection,Restricted,0 - 0.75,deagle.png
395,Desert Eagle | Midnight Storm,The Rising Sun Collection,Industrial Grade,0 - 0.75,deagle.png
396,Desert Eagle | Sunset Storm 弐,The Rising Sun Collection,Restricted,0 - 0.75,deagle.png
397,Desert Eagle | Heat Treated,Limited Edition Item,Classified,0 - 1,deagle.png
398,Desert Eagle | Corinthian,The Revolver Case Collection,Mil-Spec Grade,0 - 0.44,deagle.png
399,Desert Eagle | Naga,The Chroma Collection,Restricted,0 - 1,deagle.png
400,Desert Eagle | Directive,The Gamma 2 Collection,Restricted,0.06 - 1,deagle.png
401,Desert Eagle | Kumicho Dragon,The Wildfire Collection,Classified,0 - 0.76,deagle.png
402,Desert Eagle | Heirloom,The Arms Deal 3 Collection,Restricted,0 - 0.8,deagle.png
403,Desert Eagle | Hand Cannon,The Cobblestone Collection,Restricted,0.01 - 0.7,deagle.png
404,Desert Eagle | Pilot,The Baggage Collection,Restricted,0 - 1,deagle.png
405,Desert Eagle | Printstream,The Fracture Collection,Covert,0 - 0.8,deagle.png
406,Desert Eagle | Trigger Discipline,The Snakebite Collection,Restricted,0 - 0.97,deagle.png
407,Desert Eagle | Conspiracy,The Breakout Collection,Classified,0 - 0.3,deagle.png
408,Desert Eagle | Ocean Drive,The Operation Riptide Collection,Covert,0 - 1,deagle.png
409,Desert Eagle | Blue Ply,The Prisma 2 Collection,Mil-Spec Grade,0 - 1,deagle.png
410,Desert Eagle | Oxide Blaze,The Spectrum Collection,Mil-Spec Grade,0 - 0.5,deagle.png
411,Desert Eagle | Starcade,The Graphic Design Collection,Classified,0 - 0.75,deagle.png
412,Desert Eagle | Tilted,The Overpass 2024 Collection,Industrial Grade,0 - 0.75,deagle.png
413,Desert Eagle | Calligraffiti,The Gallery Collection,Mil-Spec Grade,0 - 1,deagle.png
414,Desert Eagle | Serpent Strike,The Fever Collection,Restricted,0 - 0.57,deagle.png
415,Desert Eagle | Code Red,The Horizon Collection,Covert,0 - 1,deagle.png
416,Desert Eagle | Light Rail,The Prisma Collection,Restricted,0 - 0.9,deagle.png
417,Desert Eagle | Fennec Fox,The 2021 Mirage Collection,Classified,0 - 0.8,deagle.png
418,Desert Eagle | Mecha Industries,The Danger Zone Collection,Classified,0 - 0.6,deagle.png
419,Desert Eagle | Mint Fan,The Ascent Collection,Mil-Spec Grade,0 - 0.6,deagle.png
420,Desert Eagle | Urban DDPAT,The Overpass Collection,Industrial Grade,0.06 - 0.8,deagle.png
421,Desert Eagle | Mudder,The Lake Collection,Industrial Grade,0.06 - 0.8,deagle.png
422,Desert Eagle | Urban Rubble,The Train Collection,Mil-Spec Grade,0 - 0.5,deagle.png
423,Desert Eagle | Crimson Web,The eSports 2014 Summer Collection,Restricted,0.06 - 0.8,deagle.png
424,Desert Eagle | Night,The Chop Shop Collection,Industrial Grade,0.06 - 0.8,deagle.png
425,Desert Eagle | Mulberry,The Radiant Collection,Restricted,0 - 0.75,deagle.png
426,Desert Eagle | Sputnik,The 2021 Train Collection,Mil-Spec Grade,0 - 0.5,deagle.png
427,Dual Berettas | Cobalt Quartz,The Lake Collection,Restricted,0 - 0.4,dual.png
428,Dual Berettas | Heist,The Havoc Collection,Consumer Grade,0 - 0.7,dual.png
429,Dual Berettas | Hemoglobin,The Arms Deal 2 Collection,Restricted,0 - 0.2,dual.png
430,Dual Berettas | Emerald,The Canals Collection,Mil-Spec Grade,0 - 0.08,dual.png
431,Dual Berettas | Anodized Navy,The Inferno Collection,Mil-Spec Grade,0 - 0.08,dual.png
432,Dual Berettas | Cartel,The Wildfire Collection,Mil-Spec Grade,0 - 1,dual.png
433,Dual Berettas | Stained,The Italy Collection,Industrial Grade,0 - 1,dual.png
434,Dual Berettas | Flora Carnivora,The Recoil Collection,Restricted,0 - 1,dual.png
435,Dual Berettas | Twin Turbo,The 2018 Inferno Collection,Classified,0 - 1,dual.png
436,Dual Berettas | Dualing Dragons,The Shadow Collection,Mil-Spec Grade,0 - 1,dual.png
437,Dual Berettas | Melondrama,The Dreams & Nightmares Collection,Classified,0 - 1,dual.png
438,Dual Berettas | Urban Shock,The Chroma Collection,Restricted,0 - 0.47,dual.png
439,Dual Berettas | Sweet Little Angels,The Overpass 2024 Collection,Restricted,0 - 0.82,dual.png
440,Dual Berettas | Retribution,The Huntsman Collection,Mil-Spec Grade,0 - 0.45,dual.png
441,Dual Berettas | Black Limba,The Bravo Collection,Mil-Spec Grade,0.06 - 0.8,dual.png
442,Dual Berettas | Hideout,The Kilowatt Collection,Mil-Spec Grade,0 - 0.698529,dual.png
443,Dual Berettas | Hydro Strike,The Gallery Collection,Restricted,0 - 0.801418,dual.png
444,Dual Berettas | Royal Consorts,The Glove Collection,Restricted,0 - 1,dual.png
445,Dual Berettas | Tread,The Operation Riptide Collection,Mil-Spec Grade,0 - 1,dual.png
446,Dual Berettas | Elite 1.6,The CS20 Collection,Mil-Spec Grade,0 - 0.7,dual.png
447,Dual Berettas | Dezastre,The Operation Broken Fang Collection,Restricted,0 - 1,dual.png
448,Dual Berettas | Balance,The Shattered Web Collection,Mil-Spec Grade,0 - 1,dual.png
449,Dual Berettas | Cobra Strike,The Operation Hydra Collection,Classified,0 - 0.6,dual.png
450,Dual Berettas | Ventilators,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.45,dual.png
451,Dual Berettas | Duelist,The Chop Shop Collection,Restricted,0 - 1,dual.png
452,Dual Berettas | Pyre,The Norse Collection,Industrial Grade,0.06 - 0.55,dual.png
453,Dual Berettas | Marina,The Winter Offensive Collection,Restricted,0.05 - 0.5,dual.png
454,Dual Berettas | Switch Board,The Control Collection,Industrial Grade,0 - 0.65,dual.png
455,Dual Berettas | Briar,The Cobblestone Collection,Consumer Grade,0 - 0.22,dual.png
456,Dual Berettas | Moon in Libra,The Gods and Monsters Collection,Consumer Grade,0 - 0.5,dual.png
457,Dual Berettas | Panther,The Arms Deal 3 Collection,Mil-Spec Grade,0 - 0.58,dual.png
458,Dual Berettas | Contractor,The Safehouse Collection,Consumer Grade,0.06 - 0.8,dual.png
459,Dual Berettas | Colony,The Train Collection,Consumer Grade,0.06 - 0.8,dual.png
460,Dual Berettas | Demolition,The Vertigo Collection,Restricted,0.26 - 0.6,dual.png
461,Dual Berettas | BorDeux,The Radiant Collection,Consumer Grade,0 - 0.8,dual.png
462,Dual Berettas | Polished Malachite,The Boreal Collection,Industrial Grade,0 - 0.8,dual.png
463,Dual Berettas | Rose Nacre,The Ascent Collection,Industrial Grade,0 - 0.7,dual.png
464,Dual Berettas | Drift Wood,The 2021 Mirage Collection,Industrial Grade,0 - 0.6,dual.png
465,Dual Berettas | Shred,The Horizon Collection,Mil-Spec Grade,0 - 0.5,dual.png
466,Dual Berettas | Oil Change,The 2021 Vertigo Collection,Consumer Grade,0 - 0.5,dual.png
467,FAMAS | Faulty Wiring,The 2021 Vertigo Collection,Consumer Grade,0 - 0.5,famas.png
468,FAMAS | Neural Net,The Falchion Collection,Restricted,0 - 0.6,famas.png
469,FAMAS | Meltdown,The 2021 Train Collection,Classified,0 - 0.4,famas.png
470,FAMAS | Styx,The Cache Collection,Restricted,0 - 0.6,famas.png
471,FAMAS | Prime Conspiracy,The Control Collection,Restricted,0 - 0.55,famas.png
472,FAMAS | Dark Water,The Ancient Collection,Mil-Spec Grade,0.1 - 0.26,famas.png
473,FAMAS | Sergeant,The Phoenix Collection,Restricted,0.1 - 1,famas.png
474,FAMAS | Valence,The Wildfire Collection,Restricted,0 - 0.8,famas.png
475,FAMAS | Djinn,The Chroma 2 Collection,Classified,0 - 1,famas.png
476,FAMAS | Afterimage,The eSports 2013 Winter Collection,Classified,0.02 - 0.4,famas.png
477,FAMAS | Waters of Nephthys,The Anubis Collection,Classified,0 - 0.7,famas.png
478,FAMAS | Survivor Z,The Shadow Collection,Mil-Spec Grade,0 - 0.6,famas.png
479,FAMAS | Decommissioned,The CS20 Collection,Mil-Spec Grade,0 - 1,famas.png
480,FAMAS | Eye of Athena,The Horizon Collection,Classified,0 - 0.7,famas.png
481,FAMAS | Pulse,The Winter Offensive Collection,Restricted,0 - 0.4,famas.png
482,FAMAS | ZX Spectron,The Operation Riptide Collection,Restricted,0 - 1,famas.png
483,FAMAS | Bad Trip,The Fever Collection,Covert,0 - 1,famas.png
484,FAMAS | Meow 36,The Recoil Collection,Mil-Spec Grade,0 - 1,famas.png
485,FAMAS | Commemoration,The CS20 Collection,Covert,0 - 0.5,famas.png
486,FAMAS | Mecha Industries,The Glove Collection,Classified,0 - 0.5,famas.png
487,FAMAS | Roll Cage,The Gamma 2 Collection,Covert,0 - 1,famas.png
488,FAMAS | Rapid Eye Movement,The Dreams & Nightmares Collection,Classified,0 - 1,famas.png
489,FAMAS | Half Sleeve,The Sport & Field Collection,Industrial Grade,0 - 1,famas.png
490,FAMAS | 2A2F,The Train 2025 Collection,Mil-Spec Grade,0 - 0.86,famas.png
491,FAMAS | Halftone Wash,The Graphic Design Collection,Industrial Grade,0 - 0.5,famas.png
492,FAMAS | Hexane,The Arms Deal 2 Collection,Mil-Spec Grade,0 - 0.4,famas.png
493,FAMAS | Doomkitty,The eSports 2013 Collection,Mil-Spec Grade,0.08 - 0.22,famas.png
494,FAMAS | Cyanospatter,The Lake Collection,Industrial Grade,0.06 - 0.8,famas.png
495,FAMAS | CaliCamo,The 2021 Mirage Collection,Industrial Grade,0 - 0.6,famas.png
496,FAMAS | Colony,The Italy Collection,Consumer Grade,0.06 - 0.8,famas.png
497,FAMAS | Yeti Camo,The Ascent Collection,Mil-Spec Grade,0 - 0.7,famas.png
498,FAMAS | Grey Ghost,The Radiant Collection,Industrial Grade,0 - 0.637288,famas.png
499,FAMAS | Crypsis,The Prisma Collection,Mil-Spec Grade,0 - 0.55,famas.png
500,FAMAS | Macabre,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.6,famas.png
501,FAMAS | Night Borre,The Norse Collection,Consumer Grade,0 - 0.55,famas.png
502,FAMAS | Teardown,The Safehouse Collection,Mil-Spec Grade,0 - 0.6,famas.png
503,FAMAS | Sundown,The St. Marc Collection,Mil-Spec Grade,0 - 0.6,famas.png
504,FAMAS | Spitfire,The Alpha Collection,Restricted,0.06 - 0.8,famas.png
505,FAMAS | Contrast Spray,The Office Collection,Consumer Grade,0.06 - 0.8,famas.png
506,FAMAS | Palm,The Boreal Collection,Consumer Grade,0 - 0.75,famas.png
507,Five-SeveN | Berries And Cherries,The Control Collection,Restricted,0 - 0.1,fiveseven.png
508,Five-SeveN | Copper Galaxy,The Arms Deal 3 Collection,Restricted,0 - 0.2,fiveseven.png
509,Five-SeveN | Silver Quartz,The Safehouse Collection,Mil-Spec Grade,0 - 0.4,fiveseven.png
510,Five-SeveN | Anodized Gunmetal,The Alpha Collection,Consumer Grade,0 - 0.08,fiveseven.png
511,Five-SeveN | Fowl Play,The Breakout Collection,Classified,0 - 1,fiveseven.png
512,Five-SeveN | Heat Treated,The Sport & Field Collection,Restricted,0 - 1,fiveseven.png
513,Five-SeveN | Scumbria,The Gamma 2 Collection,Mil-Spec Grade,0 - 1,fiveseven.png
514,Five-SeveN | Case Hardened,The Arms Deal 2 Collection,Restricted,0 - 1,fiveseven.png
515,Five-SeveN | Angry Mob,The Prisma Collection,Covert,0 - 0.7,fiveseven.png
516,Five-SeveN | Violent Daimyo,The Gamma Collection,Mil-Spec Grade,0 - 0.7,fiveseven.png
517,Five-SeveN | Fairy Tale,The Operation Broken Fang Collection,Classified,0.02 - 0.9,fiveseven.png
518,Five-SeveN | Scrawl,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 1,fiveseven.png
519,Five-SeveN | Triumvirate,The Wildfire Collection,Restricted,0 - 0.61,fiveseven.png
520,Five-SeveN | Monkey Business,The Chroma 2 Collection,Classified,0.1 - 0.9,fiveseven.png
521,Five-SeveN | Buddy,The CS20 Collection,Restricted,0 - 0.55,fiveseven.png
522,Five-SeveN | Hyper Beast,The Operation Hydra Collection,Covert,0 - 1,fiveseven.png
523,Five-SeveN | Retrobution,The Revolver Case Collection,Restricted,0 - 1,fiveseven.png
524,Five-SeveN | Urban Hazard,The Vanguard Collection,Mil-Spec Grade,0 - 0.25,fiveseven.png
525,Five-SeveN | Capillary,The Spectrum Collection,Mil-Spec Grade,0 - 0.7,fiveseven.png
526,Five-SeveN | Fall Hazard,The 2021 Vertigo Collection,Classified,0.01 - 0.52,fiveseven.png
527,Five-SeveN | Hybrid,The Kilowatt Collection,Restricted,0 - 1,fiveseven.png
528,Five-SeveN | Boost Protocol,The Operation Riptide Collection,Restricted,0 - 0.41,fiveseven.png
529,Five-SeveN | Flame Test,The Clutch Collection,Mil-Spec Grade,0 - 0.65,fiveseven.png
530,Five-SeveN | Crimson Blossom,The St. Marc Collection,Mil-Spec Grade,0 - 0.5,fiveseven.png
531,Five-SeveN | Coolant,The 2018 Nuke Collection,Consumer Grade,0 - 0.5,fiveseven.png
532,Five-SeveN | Nightshade,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.5,fiveseven.png
533,Five-SeveN | Forest Night,The Train Collection,Consumer Grade,0.06 - 0.8,fiveseven.png
534,Five-SeveN | Kami,The Winter Offensive Collection,Mil-Spec Grade,0 - 0.3,fiveseven.png
535,Five-SeveN | Neon Kimono,The Rising Sun Collection,Restricted,0 - 0.8,fiveseven.png
536,Five-SeveN | Midnight Paintover,The Overpass 2024 Collection,Industrial Grade,0 - 0.5,fiveseven.png
537,Five-SeveN | Hot Shot,The Cache Collection,Industrial Grade,0 - 1,fiveseven.png
538,Five-SeveN | Jungle,The Aztec Collection,Consumer Grade,0.06 - 0.8,fiveseven.png
539,Five-SeveN | Nitro,The Chop Shop Collection,Mil-Spec Grade,0.06 - 0.8,fiveseven.png
540,Five-SeveN | Contractor,The Mirage Collection,Consumer Grade,0.06 - 0.8,fiveseven.png
541,Five-SeveN | Candy Apple,The Assault Collection,Industrial Grade,0 - 0.3,fiveseven.png
542,Five-SeveN | Sky Blue,The Ascent Collection,Industrial Grade,0 - 0.6,fiveseven.png
543,Five-SeveN | Autumn Thicket,The Radiant Collection,Consumer Grade,0 - 0.636986,fiveseven.png
544,Five-SeveN | Withered Vine,The 2021 Dust 2 Collection,Industrial Grade,0 - 0.5,fiveseven.png
545,Five-SeveN | Orange Peel,The Dust 2 Collection,Industrial Grade,0.06 - 0.8,fiveseven.png
546,G3SG1 | Ancient Ritual,The Ancient Collection,Industrial Grade,0 - 0.76,g3sg1.png
547,G3SG1 | Murky,The Vanguard Collection,Mil-Spec Grade,0 - 0.25,g3sg1.png
548,G3SG1 | Violet Murano,The Canals Collection,Mil-Spec Grade,0 - 0.5,g3sg1.png
549,G3SG1 | Chronos,The Gods and Monsters Collection,Restricted,0 - 0.4,g3sg1.png
550,G3SG1 | Black Sand,The Shattered Web Collection,Mil-Spec Grade,0 - 0.8,g3sg1.png
551,G3SG1 | The Executioner,The Revolver Case Collection,Classified,0.14 - 0.85,g3sg1.png
552,G3SG1 | Dream Glade,The Dreams & Nightmares Collection,Restricted,0 - 1,g3sg1.png
553,G3SG1 | Keeping Tabs,The Operation Riptide Collection,Mil-Spec Grade,0 - 0.7,g3sg1.png
554,G3SG1 | High Seas,The Horizon Collection,Restricted,0 - 0.7,g3sg1.png
555,G3SG1 | Hunter,The Spectrum 2 Collection,Mil-Spec Grade,0 - 1,g3sg1.png
556,G3SG1 | Digital Mesh,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 0.8,g3sg1.png
557,G3SG1 | Flux,The Shadow Collection,Classified,0 - 0.9,g3sg1.png
558,G3SG1 | Scavenger,The Danger Zone Collection,Restricted,0 - 0.65,g3sg1.png
559,G3SG1 | Ventilator,The Gamma 2 Collection,Mil-Spec Grade,0 - 0.45,g3sg1.png
560,G3SG1 | Stinger,The Glove Collection,Restricted,0 - 0.7,g3sg1.png
561,G3SG1 | Polar Camo,The Train Collection,Consumer Grade,0.06 - 0.8,g3sg1.png
562,G3SG1 | Arctic Camo,The Office Collection,Industrial Grade,0.06 - 0.8,g3sg1.png
563,G3SG1 | Demeter,The Bravo Collection,Mil-Spec Grade,0.06 - 0.8,g3sg1.png
564,G3SG1 | Desert Storm,The Dust 2 Collection,Consumer Grade,0.06 - 0.8,g3sg1.png
565,G3SG1 | Orange Kimono,The Rising Sun Collection,Consumer Grade,0 - 0.8,g3sg1.png
566,G3SG1 | VariCamo,The Safehouse Collection,Industrial Grade,0 - 0.6,g3sg1.png
567,G3SG1 | Green Apple,The Bank Collection,Industrial Grade,0 - 0.3,g3sg1.png
568,G3SG1 | Contractor,The Baggage Collection,Consumer Grade,0.06 - 0.8,g3sg1.png
569,G3SG1 | Red Jasper,The Radiant Collection,Consumer Grade,0 - 0.637288,g3sg1.png
570,G3SG1 | Orange Crash,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.52,g3sg1.png
571,G3SG1 | Green Cell,The Boreal Collection,Consumer Grade,0 - 0.65,g3sg1.png
572,G3SG1 | Safari Mesh,The Mirage Collection,Consumer Grade,0.06 - 0.8,g3sg1.png
573,G3SG1 | New Roots,The 2021 Dust 2 Collection,Mil-Spec Grade,0 - 0.55,g3sg1.png
574,G3SG1 | Jungle Dashed,The Lake Collection,Consumer Grade,0.06 - 0.8,g3sg1.png
575,G3SG1 | Azure Zebra,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.28,g3sg1.png
576,Galil AR | Amber Fade,The 2021 Dust 2 Collection,Mil-Spec Grade,0 - 0.4,galil.png
577,Galil AR | Aqua Terrace,The Rising Sun Collection,Mil-Spec Grade,0 - 0.7,galil.png
578,Galil AR | Blue Titanium,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.04,galil.png
579,Galil AR | Rainbow Spoon,The Sport & Field Collection,Classified,0 - 0.554422,galil.png
580,Galil AR | Cerberus,The Cache Collection,Restricted,0 - 0.9,galil.png
581,Galil AR | Chatterbox,The Chroma Collection,Covert,0.35 - 0.85,galil.png
582,Galil AR | Black Sand,The Glove Collection,Mil-Spec Grade,0 - 1,galil.png
583,Galil AR | Sugar Rush,The Operation Hydra Collection,Classified,0 - 0.55,galil.png
584,Galil AR | Chromatic Aberration,The Snakebite Collection,Classified,0 - 1,galil.png
585,Galil AR | Destroyer,The Recoil Collection,Mil-Spec Grade,0 - 0.7,galil.png
586,Galil AR | Eco,The Chroma 2 Collection,Classified,0.1 - 0.85,galil.png
587,Galil AR | Rocket Pop,The Falchion Collection,Mil-Spec Grade,0 - 1,galil.png
588,Galil AR | NV,The Graphic Design Collection,Industrial Grade,0 - 0.47,galil.png
589,Galil AR | Sandstorm,The Winter Offensive Collection,Mil-Spec Grade,0.1 - 0.6,galil.png
590,Galil AR | Control,The Fever Collection,Restricted,0 - 0.798995,galil.png
591,Galil AR | Stone Cold,The Shadow Collection,Restricted,0 - 0.9,galil.png
592,Galil AR | Connexion,The Fracture Collection,Restricted,0 - 0.8,galil.png
593,Galil AR | Vandal,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 1,galil.png
594,Galil AR | Firefight,The Chroma 3 Collection,Restricted,0 - 1,galil.png
595,Galil AR | Shattered,The Bravo Collection,Mil-Spec Grade,0.06 - 0.8,galil.png
596,Galil AR | Orange DDPAT,The eSports 2013 Collection,Restricted,0.06 - 0.8,galil.png
597,Galil AR | Winter Forest,The Office Collection,Industrial Grade,0.06 - 0.8,galil.png
598,Galil AR | Kami,The Huntsman Collection,Mil-Spec Grade,0 - 0.6,galil.png
599,Galil AR | Signal,The Danger Zone Collection,Restricted,0 - 0.5,galil.png
